Word Gold_Standard Prediction
BOJ B-ORG O
governor O O
matsushita B-PER O
's O O
remark O O
. O O

" O O
the O O
recent O O
level O O
of O O
the O O
yen O O
exchange O O
rate O O
has O O
been O O
stable O O
, O O
and O O
it O O
does O O
not O O
appear O O
to O O
be O O
moving O O
towards O O
a O O
further O O
depreciation O O
of O O
the O O
yen O O
immediately O O
, O O
so O O
import O O
prices O O
are O O
likely O O
to O O
stabilise O O
at O O
current O O
levels O O
, O O
" O O
matsushita B-PER O
said O O
in O O
an O O
interview O O
with O O
the O O
nihon B-ORG O
keizai I-ORG O
shimbun I-ORG O
. O O

" O O
the O O
fact O O
that O O
he O O
touched O O
on O O
the O O
issue O O
of O O
inflation O O
triggered O O
by O O
import O O
prices O O
shows O O
that O O
the O O
BOJ B-ORG O
does O O
not O O
want O O
a O O
further O O
depreciation O O
of O O
the O O
yen O O
, O O
past O O
115 O O
yen O O
, O O
" O O
said O O
yasuhito B-PER O
kawashima I-PER O
, O O
chief O O
forex O O
manager O O
at O O
toyo B-ORG O
trust I-ORG O
& I-ORG O
banking I-ORG O
co I-ORG I-ORG
. O O

some O O
said O O
the O O
central O O
bank O O
may O O
have O O
been O O
concerned O O
a O O
weaker O O
yen O O
would O O
lead O O
to O O
unfounded O O
pessimism O O
about O O
japan B-LOC B-LOC
's O O
economy O O
. O O

" O O
there O O
was O O
concern O O
that O O
foreign O O
investors O O
may O O
sell O O
japanese B-MISC O
stocks O O
if O O
the O O
dollar O O
goes O O
above O O
115 O O
yen O O
. O O

the O O
BOJ B-ORG B-ORG
does O O
not O O
want O O
the O O
yen O O
's O O
weakness O O
to O O
lead O O
to O O
pessimism O O
over O O
the O O
economy O O
, O O
" O O
said O O
taisuke B-PER O
tanaka I-PER O
, O O
market O O
strategist O O
with O O
credit B-ORG O
suisse I-ORG O
in O O
tokyo B-LOC B-LOC
. O O

senior O O
BOJ B-ORG B-ORG
officials O O
have O O
separately O O
said O O
financial O O
markets O O
' O O
views O O
on O O
the O O
economy O O
have O O
been O O
too O O
negative O O
. O O

" O O
I O O
realise O O
there O O
are O O
negative O O
views O O
in O O
the O O
markets O O
about O O
the O O
impact O O
of O O
the O O
consumption O O
tax O O
hike O O
and O O
drop O O
in O O
public O O
spending O O
, O O
but O O
the O O
markets O O
appear O O
to O O
be O O
exaggerating O O
the O O
magnitude O O
of O O
the O O
negative O O
impact O O
, O O
" O O
a O O
senior O O
BOJ B-ORG O
official O O
told O O
reuters B-ORG B-ORG
on O O
friday O O
. O O

the O O
consumption O O
tax O O
is O O
due O O
to O O
raised O O
in O O
april O O
from O O
three O O
to O O
five O O
percent O O
. O O

lebanon B-LOC B-LOC
sentences O O
pro-israeli B-MISC O
warlord O O
to O O
death O O
. O O

haitham B-ORG O
haddadin I-ORG O

BEIRUT B-LOC B-LOC
1996-12-06 O O

A O O
lebanese B-MISC O
military O O
court O O
on O O
friday O O
sentenced O O
to O O
death O O
in O O
absentia O O
the O O
commander O O
of O O
israel B-LOC B-LOC
's O O
surrogate O O
militia O O
in O O
south O O
lebanon B-LOC I-LOC
on O O
treason O O
charges O O
. O O

the O O
court O O
convicted O O
general O O
antoine B-PER O
lahd I-PER O
, O O
head O O
of O O
the O O
south B-ORG O
lebanon I-ORG I-LOC
army I-ORG O
( O O
SLA B-ORG O
) O O
, O O
of O O
collaborating O O
with O O
israel B-LOC B-LOC
with O O
which O O
lebanon B-LOC B-LOC
is O O
officially O O
at O O
war O O
. O O

lahd B-PER O
, O O
a O O
69-year-old O O
former O O
lebanese B-MISC O
army O O
major-general O O
, O O
heads O O
the O O
3,000-strong O O
SLA B-ORG O
militia O O
which O O
helps O O
israel B-LOC B-LOC
hold O O
a O O
border O O
zone O O
in O O
south O B-LOC
lebanon B-LOC B-LOC
to O O
ward O O
off O O
cross-frontier O O
guerrilla O O
raids O O
on O O
northern O O
israel B-LOC B-LOC
. O O

lahd B-PER O
said O O
a O O
few O O
days O O
after O O
the O O
trial O O
began O O
on O O
february O O
16 O O
that O O
lebanese B-MISC O
authorities O O
must O O
drop O O
the O O
charges O O
or O O
risk O O
blocking O O
any O O
peace O O
deal O O
with O O
the O O
jewish B-MISC O
state O O
. O O

he O O
said O O
israel B-LOC B-LOC
was O O
capable O O
of O O
pressuring O O
lebanon B-LOC B-LOC
's O O
syrian-backed B-MISC O
government O O
to O O
stop O O
the O O
legal O O
pursuit O O
. O O

the O O
charges O O
against O O
lahd B-PER O
were O O
: O O
forming O O
a O O
hostile O O
army O O
, O O
carrying O O
weapons O O
on O O
israel B-LOC O
's O O
side O O
, O O
helping O O
israel B-LOC B-LOC
strip O O
off O O
a O O
part O O
of O O
lebanese B-MISC O
territory O O
by O O
violence O O
, O O
forming O O
an O O
armed O O
gang O O
, O O
killing O O
or O O
trying O O
to O O
kill O O
lebanese B-MISC O
civilians O O
by O O
artillery O O
shelling O O
and O O
kidnapping O O
lebanese B-MISC O
citizens O O
for O O
long O O
periods O O
. O O

shortly O O
before O O
lahd B-PER O
's O O
trial O O
began O O
, O O
a O O
beirut B-LOC O
military O O
prosecutor O O
charged O O
another O O
89 O O
former O O
lebanese B-MISC O
army O O
soldiers O O
with O O
collaborating O O
with O O
israel B-LOC B-LOC
. O O

no O O
date O O
has O O
been O O
set O O
for O O
the O O
trial O O
of O O
the O O
men O O
, O O
all O O
members O O
of O O
the O O
SLA B-ORG O
living O O
in O O
the O O
israeli-held B-MISC O
zone O O
in O O
south O B-LOC
lebanon B-LOC B-LOC
. O O

israel B-LOC B-LOC
and O O
lahd B-PER O
have O O
repeatedly O O
demanded O O
safety O O
guarantees O O
for O O
the O O
SLA B-ORG O
-- O O
a O O
mixed O O
christian-shi'ite B-MISC O
moslem B-MISC O
force O O
-- O O
which O O
the O O
jewish B-MISC O
states O O
regards O O
as O O
loyal O O
allies O O
. O O

israel B-LOC B-LOC
has O O
said O O
the O O
lebanese B-MISC O
army O O
must O O
incorporate O O
the O O
SLA B-ORG O
fighters O O
into O O
its O O
ranks O O
as O O
an O O
army O O
brigade O O
as O O
a O O
condition O O
for O O
peace O O
. O O

but O O
lebanese B-MISC O
political O O
analysts O O
have O O
said O O
that O O
would O O
be O O
out O O
of O O
the O O
question O O
and O O
lebanese B-MISC O
authorities O O
pre-empted O O
the O O
issue O O
by O O
taking O O
legal O O
action O O
against O O
lahd B-PER O
. O O

former O O
israeli B-MISC B-MISC
prime O O
minister O O
shimon B-PER O
peres I-PER O
, O O
calling O O
lahd B-PER O
" O O
a O O
great O O
lebanese B-MISC O
patriot O O
" O O
, O O
said O O
earlier O O
this O O
year O O
lebanon B-LOC O
had O O
insulted O O
the O O
SLA B-ORG O
commander O O
by O O
ordering O O
his O O
arrest O O
on O O
the O O
treason O O
charges O O
. O O

peres B-PER O
, O O
who O O
was O O
ousted O O
in O O
may O O
by O O
rightwing O O
israeli B-MISC B-MISC
leader O O
benjamin B-PER B-PER
netanyahu I-PER O
, O O
said O O
there O O
could O O
not O O
be O O
real O O
negotiations O O
with O O
lebanon B-LOC O
" O O
unless O O
it O O
will O O
stop O O
the O O
maltreatment O O
of O O
the O O
SLA B-ORG O
and O O
its O O
commanders O O
. O O
" O O

the O O
beirut B-LOC B-LOC
military O O
court O O
also O O
sentenced O O
to O O
life O O
in O O
jail O O
in O O
absentia O O
etian B-PER O
saqr I-PER O
, O O
former O O
head O O
of O O
the O O
pro-israeli B-MISC O
guardians B-ORG O
of I-ORG O
the I-ORG O
cedars I-ORG O
, O O
a O O
small O O
rightwing O O
christian B-MISC O
civil O O
war O O
militia O O
. O O

saqr B-PER O
, O O
whose O O
trial O O
was O O
concurrent O O
with O O
lahd B-PER O
's O O
, O O
was O O
convicted O O
of O O
" O O
contacting O O
the O O
israeli B-MISC O
enemy O O
, O O
passing O O
information O O
to O O
israel B-LOC B-LOC
and O O
undertaking O O
hostile O O
acts O O
against O O
lebanon B-LOC B-LOC
" O O
. O O

texas B-LOC B-ORG
/ O O
w O O
okla B-LOC O
fed O O
cattle O O
market O O
thin O O
at O O
$ O O
67 O O
- O O
USDA B-ORG O
. O O

AMARILLO B-LOC O
1996-12-06 O O

trade O O
was O O
slow O O
in O O
the O O
panhandle B-LOC O
area O O
friday O O
, O O
USDA B-ORG O
said O O
. O O

slaughter O O
steers O O
and O O
heifers O O
were O O
$ O O
1.00 O O
per O O
cwt O O
lower O O
. O O

feedlots O O
reporting O O
moderate O O
inquiry O O
. O O

sales O O
reported O O
on O O
8,200 O O
head O O
slaughter O O
steers O O
and O O
1,000 O O
heifers O O
; O O
following O O
weekly O O
movement O O
of O O
71,200 O O
head O O
. O O

note O O
- O O
all O O
cattle O O
prices O O
based O O
on O O
net O O
weights O O
FOB O O
the O O
feedlot O O
after O O
a O O
4 O O
percent O O
shrink O O
. O O

slaughter O O
steers O O
- O O
select O O
and O O
choice O O
2-3 O O
1150-1200 O O
lbs O O
67.00 O O
. O O

slaughter O O
heifers O O
- O O
select O O
and O O
choice O O
2-3 O O
1050-1100 O O
lbs O O
67.00 O O
. O O

confirmed O O
- O O
9,300 O O
week O O
ago O O
- O O
none O O
year O O
ago O O
- O O
none O O

( O O
( O O
chicago B-LOC B-LOC
newsdesk O O
312 O O
408 O O
8720 O O
) O O
) O O

USDA B-ORG B-ORG
daily O O
cattle O O
and O O
hog O O
slaughter O O
- O O
dec O O
6 O O
. O O

est O O
daily O O
livestock O O
slaughter O O
under O O
fed B-ORG O
inspection O O
- O O
USDA B-ORG O

CATTLE O O
CALVES O O
HOGS O O

friday O O
12/06/96 O O
( O O
est O O
) O O
132,000 O O
7,000 O O
359,000 O O

week O O
ago O O
( O O
est O O
) O O
130,000 O O
6,000 O O
346,000 O O

year O O
ago O O
( O O
act O O
) O O
132,000 O O
6,000 O O
336,000 O O

saturday O O
12/07/96 O O
( O O
est O O
) O O
38,000 O O
18,000 O O

week O O
to O O
date O O
( O O
est O O
) O O
688,000 O O
31,000 O O
1,810,000 O O

same O O
period O O
last O O
week O O
( O O
est O O
) O O
601,000 O O
26,000 O O
1,547,000 O O

same O O
period O O
last O O
year* O O
( O O
act O O
) O O
685,000 O O
31,000 O O
1,914,000 O O

1996 O O
year O O
to O O
date O O
33,549,000 O O
1,589,000 O O
84,894,000 O O

1995 O O
year O O
to O O
date* O O
32,970,000 O O
1,305,000 O O
88,800,000 O O

percent O O
change O O
1.8 O O
% O O
21.8 O O
% O O
- O O
4.4 O O
% O O

*1995 O O
totals O O
adjusted O O
to O O
reflect O O
NASS B-ORG O
revisions O O
1996 O O
totals O O
are O O
subject O O
to O O
revision O O
yearly O O
totals O O
may O O
not O O
add O O
due O O
to O O
rounding O O
. O O

previous O O
day O O
estimated O O
steer O O
and O O
heifer O O
cow O O
and O O
bull O O

thursday O O
100,000 O O
33,000 O O

BALANCE O O
- O O
hartford B-LOC O
, O O
conn B-LOC O
. O O

, O O
$ O O
11 O O
mln O O
. O O

CITY O I-ORG
OF O O
HARTFORD B-LOC O
, O O
CONNECTICUT B-LOC O

RE O O
: O O
$ O O
25,000,000 O O

GENERAL O I-MISC
OBLIGATION O O
BONDS O O

MOODY B-ORG O
'S I-ORG O
: O O
aaa O O
/ O O
A1 O O
S&P B-ORG O
: O O
AAA O O
/ O O
AA- O O

delivery O O
date O O
: O O
12/16/1996 O O

FSA B-ORG O
INSURED O O

maturity O O
balance O O
coupon O O
list O O

12/15/2000 O O
1,250M O O
6.25 O O
4.10 O O

12/15/2001 O O
575M O O
4.60 O O
4.20 O O

12/15/2003 O O
265M O O
4.40 O O
4.40 O O

12/15/2004 O O
625M O O
4.50 O O
4.50 O O

12/15/2005 O O
55M O O
4.60 O O
4.60 O O

12/15/2006 O O
145M O O
4.70 O O
4.70 O O

12/15/2007 O O
850M O O
4.85 O O
4.85 O O

12/15/2008 O O
1,200M O O
4.95 O O
4.95 O O

12/15/2009 O O
1,240M O O
5.05 O O
5.05 O O

12/15/2010 O O
1,250M O O
5.15 O O
5.15 O O

12/15/2011 O O
1,240M O O
5.25 O O
5.25 O O

12/15/2012 O O
1,200M O O
5.25 O O
5.30 O O

12/15/2013 O O
1,135M O O
5.30 O O
5.35 O O

12/15/2014 O O
850M O O
5.30 O O
5.35 O O

total O O
: O O
11,880M O O

state B-ORG O
street I-ORG O
bank I-ORG O
and I-ORG O
trust I-ORG O
company I-ORG O

prudential B-ORG I-ORG
securities I-ORG I-ORG
incorporated I-ORG O

painewebber B-ORG O
incorporated I-ORG O

first B-ORG O
union I-ORG O
capital I-ORG O
markets I-ORG O
corp. I-ORG O
- O O
NJ B-LOC O

-- O O
U.S. B-ORG B-LOC
municipal I-ORG O
desk I-ORG O
, O O
212-859-1650 O O

14 O O
years O O
later O O
, O O
florida B-LOC B-PER
man O O
dies O O
for O O
killing O O
. O O

TALLAHASSEE B-LOC O
, O O
fla. B-LOC O
1996-12-06 O O

fourteen O O
years O O
after O O
he O O
bludgeoned O O
and O O
shot O O
a O O
man O O
whose O O
trailer O O
home O O
he O O
robbed O O
in O O
1982 O O
, O O
john B-PER B-PER
mills I-PER I-PER
jr O O
. O O

, O O
41 O O
, O O
was O O
put O O
to O O
death O O
in O O
florida B-LOC B-LOC
's O O
electric O O
chair O O
friday O O
. O O

as O O
glenn B-PER B-PER
lawhon I-PER O
, O O
a O O
rural O O
florida B-LOC O
minister O O
who O O
is O O
the O O
victim O O
's O O
father O O
, O O
looked O O
on O O
, O O
mills B-PER O
was O O
pronounced O O
dead O O
at O O
7:13 O O
a.m. O O
EST O O
( O O
1213 O O
GMT B-MISC O
) O O
for O O
the O O
murder O O
of O O
lester B-PER O
lawhon I-PER O
. O O

speaking O O
in O O
arabic B-MISC B-LOC
, O O
mills B-PER O
made O O
a O O
final O O
statement O O
before O O
an O O
anonymous O O
citizen O O
flipped O O
the O O
switch O O
that O O
sent O O
2000 O O
volts O O
of O O
electricity O O
through O O
his O O
body O O
, O O
said O O
department B-ORG O
of I-ORG O
corrections I-ORG O
spokesman O O
eugene B-PER O
morris I-PER B-PER
, O O
who O O
was O O
present O O
at O O
the O O
execution O O
. O O

" O O
I O O
bear O O
witness O O
that O O
there O O
is O O
no O O
god B-PER O
but O O
allah B-PER O
and O O
I O O
bear O O
witness O O
that O O
the O O
prophet O O
mohammed B-PER O
is O O
the O O
messenger O O
of O O
god B-PER O
, O O
" O O
he O O
quoted O O
mills B-PER O
as O O
saying O O
. O O

prison O O
officials O O
said O O
they O O
had O O
no O O
record O O
of O O
mills B-PER O
' O O
official O O
conversion O O
, O O
but O O
they O O
said O O
that O O
, O O
on O O
may O O
14 O O
, O O
1991 O O
, O O
he O O
had O O
asked O O
that O O
a O O
new O O
name O O
, O O
yuhanna B-PER O
abdullah I-PER O
muhammed I-PER O
, O O
be O O
added O O
to O O
his O O
prison O O
file O O
, O O
which O O
is O O
usually O O
an O O
indication O O
of O O
a O O
conversion O O
to O O
islam B-MISC O
. O O

mills B-PER B-PER
is O O
the O O
38th O O
person O O
to O O
die O O
in O O
florida B-LOC B-LOC
's O O
electric O O
chair O O
since O O
the O O
U.S. B-ORG B-LOC
supreme I-ORG O
court I-ORG O
reversed O O
itself O O
in O O
1976 O O
and O O
legalised O O
the O O
death O O
penalty O O
. O O

prison O O
officials O O
said O O
mills B-PER O
made O O
no O O
special O O
request O O
for O O
a O O
last O O
meal O O
and O O
did O O
not O O
eat O O
the O O
steak O O
, O O
fried O O
potatoes O O
and O O
orange O O
juice O O
offered O O
him O O
. O O

he O O
spent O O
thursday O O
with O O
family O O
members O O
and O O
his O O
spiritual O O
adviser O O
, O O
morris B-PER O
said O O
. O O

mills B-PER B-PER
was O O
scheduled O O
to O O
die O O
wednesday O O
but O O
had O O
his O O
sentence O O
temporarily O O
postponed O O
by O O
the O O
florida B-ORG B-LOC
supreme I-ORG O
court I-ORG O
. O O

on O O
thursday O O
, O O
the O O
11th O O
circuit O O
U.S. B-ORG B-LOC
court I-ORG O
of I-ORG O
appeals I-ORG O
in O O
atlanta B-LOC B-LOC
denied O O
his O O
appeal O O
in O O
federal O O
court O O
. O O

in O O
march O O
1982 O O
, O O
mills B-PER O
and O O
accomplice O O
michael B-PER B-PER
frederick I-PER I-PER
knocked O O
on O O
the O O
door O O
of O O
lester B-PER O
lawhon I-PER O
's O O
trailer O O
in O O
an O O
attempt O O
to O O
rob O O
it O O
, O O
police O O
said O O
. O O

lester B-PER O
lawhon I-PER O
was O O
taken O O
to O O
a O O
nearby O O
airstrip O O
where O O
he O O
was O O
bludgeoned O O
with O O
a O O
tire O O
iron O O
. O O

mills B-PER B-PER
then O O
fired O O
two O O
shots O O
that O O
killed O O
lawhon B-PER O
as O O
the O O
victim O O
tried O O
to O O
run O O
away O O
. O O

frederick B-PER B-PER
is O O
serving O O
a O O
347-year O O
sentence O O
. O O

new B-LOC B-LOC
york I-LOC I-LOC
grain O O
freight O O
fixtures O O
- O O
dec O O
5 O O
. O O

NEW B-LOC B-LOC
YORK I-LOC I-LOC
1996-12-06 O O

mana O O
50,000 O O
tonnes O O
soybeans O O
USG O O
/ O O
china B-LOC B-LOC
10-15/12 O O
$ O O
23.50 O O
10,000 O O
/ O O
4,000 O O
geepee O O
. O O

-- O O
new B-ORG O
york I-ORG I-LOC
commodities I-ORG O
desk I-ORG O
+1 O O
212 O O
859 O O
1640 O O

iowa-s B-LOC O
minn B-LOC B-LOC
fed O O
cattle O O
market O O
quiet O O
, O O
no O O
sales-usda B-MISC O
. O O

DES B-LOC I-PER
MOINES I-LOC I-LOC
1996-12-06 O O

slaughter O O
steers O O
and O O
heifers O O
not O O
tested O O
, O O
compared O O
with O O
thursday O O
's O O
close O O
, O O
USDA B-ORG O
said O O
. O O

trade O O
slow O O
. O O

demand O O
and O O
seller O O
interest O O
light O O
. O O

offerings O O
light O O
. O O

steers O O
- O O
select O O
and O O
choice O O
2-4 O O
no O O
sales O O
. O O

heifers O O
- O O
select O O
and O O
choice O O
2-4 O O
no O O
sales O O
. O O

carcass O O
basis O O
( O O
weight O O
only O O
) O O
compared O O
thursdays O O
close O O
- O O
slaughter O O
steers O O
and O O
heifers O O
not O O
tested O O
. O O

steers O O
- O O
select O O
and O O
choice O O
2-4 O O
no O O
sales O O
. O O

holstein O O
- O O
( O O
weight O O
only O O
) O O
select O O
to O O
mostly O O
choice O O
2-3 O O
1250-1400 O O
lbs O O
no O O
sales O O
. O O

holsteins O O
- O O
( O O
grade O O
and O O
weight O O
) O O
choice O O
2-3 O O
1250-1450 O O
lbs O O
no O O
sales O O
select O O
2-3 O O
1250-1450 O O
lbs O O
no O O
sales O O
. O O

heifers O O
- O O
select O O
and O O
choice O O
2-4 O O
no O O
sales O O
. O O

confirmed O O
- O O
none O O
week O O
ago O O
- O O
800 O O
year O O
ago O O
- O O
900 O O

wk O O
to O O
date O O
- O O
none O O
week O O
ago O O
- O O
800 O O
year O O
ago O O
- O O
900 O O

( O O
( O O
chicago B-LOC B-LOC
newsdesk O O
312-408-8720 O O
) O O
) O O

man O O
stole O O
pigs O O
, O O
tipped O O
strippers O O
, O O
gets O O
10 O O
years O O
. O O

APPLETON B-LOC O
, O O
wis B-LOC O
. O O

1996-12-06 O O

A O O
farmhand O O
used O O
the O O
proceeds O O
from O O
stolen O O
pigs O O
to O O
lavish O O
tips O O
on O O
dancers O O
at O O
strip O O
clubs O O
and O O
offered O O
one O O
$ O O
3,000 O O
to O O
pay O O
for O O
breast O O
implant O O
surgery O O
, O O
authorities O O
said O O
friday O O
. O O

in O O
sentencing O O
darrel B-PER O
voeks I-PER O
, O O
38 O O
, O O
to O O
a O O
10-year O O
prison O O
term O O
on O O
thursday O O
, O O
outagmie B-LOC O
county I-LOC O
circuit O O
court O O
judge O O
dennis B-PER O
luebke I-PER O
said O O
he O O
was O O
" O O
a O O
thief O O
by O O
habit O O
